,0,1
0,0.7565294,0.24347064
1,0.95404536,0.04595466
2,0.35220718,0.6477929
3,0.9738384,0.026161557
4,0.8240469,0.17595309
5,0.75322324,0.24677674
6,0.30874354,0.6912565
7,0.50113666,0.49886334
8,0.9028376,0.097162396
9,0.37156722,0.6284328
10,0.74906754,0.25093246
11,0.34232196,0.657678
12,0.6572552,0.34274483
13,0.655939,0.34406108
14,0.39917874,0.60082126
15,0.2892117,0.7107883
16,0.5503804,0.44961956
17,0.36755568,0.6324444
18,0.52106947,0.4789305
19,0.88247716,0.11752284
20,0.61453956,0.38546047
21,0.95663935,0.043360572
22,0.8979267,0.1020733
23,0.464412,0.53558797
24,0.8078117,0.19218834
25,0.9360307,0.063969254
26,0.80411553,0.19588448
27,0.89636534,0.10363466
28,0.45410684,0.54589313
29,0.95689374,0.043106277
30,0.33227882,0.6677212
31,0.62178415,0.3782159
32,0.9116657,0.08833431
33,0.6571334,0.34286663
34,0.4566863,0.5433137
35,0.3068419,0.69315815
36,0.2994934,0.70050657
37,0.35623407,0.64376587
38,0.59949064,0.4005093
39,0.31823188,0.6817681
40,0.14616764,0.8538323
41,0.38092896,0.619071
42,0.62142754,0.37857243
43,0.17626958,0.8237304
44,0.8432688,0.15673122
45,0.19704871,0.8029513
46,0.1702044,0.8297956
47,0.5767694,0.42323053
48,0.44747218,0.55252784
49,0.78516316,0.21483679
50,0.59038514,0.4096149
51,0.55082035,0.44917968
52,0.12878278,0.8712172
53,0.8644184,0.13558161
54,0.5716839,0.42831615
55,0.30266553,0.69733447
56,0.48865354,0.5113465
57,0.26783183,0.73216814
58,0.102011845,0.8979881
59,0.41395056,0.5860495
60,0.40057757,0.5994224
61,0.7226574,0.2773427
62,0.38492438,0.61507565
63,0.681666,0.31833398
64,0.80220246,0.19779754
65,0.8430709,0.15692906
66,0.8110956,0.18890435
67,0.6649417,0.33505833
68,0.07400909,0.9259909
69,0.013303912,0.9866961
70,0.15341038,0.8465897
71,0.04601769,0.95398235
72,0.4030143,0.5969857
73,0.13156186,0.8684381
74,0.06510348,0.9348965
75,0.021686077,0.978314
76,0.067821234,0.9321788
77,0.08090039,0.91909957
78,0.9480364,0.05196364
79,0.4743866,0.5256134
80,0.5113185,0.4886815
81,0.1169605,0.8830394
82,0.8001607,0.19983926
83,0.5847393,0.41526064
84,0.8309454,0.1690546
85,0.31701183,0.68298817
86,0.1655827,0.8344173
87,0.22882985,0.7711702
88,0.15641671,0.8435833
89,0.14704159,0.85295844
90,0.45000404,0.54999596
91,0.747934,0.25206593
92,0.48142022,0.5185798
93,0.25332737,0.7466726
94,0.24522777,0.75477225
95,0.4368852,0.5631148
96,0.06366049,0.93633956
97,0.26935792,0.730642
98,0.2061755,0.7938245
99,0.12696186,0.8730382
100,0.070064366,0.92993563
101,0.043279108,0.9567209
102,0.31145453,0.68854547
103,0.015798597,0.9842014
104,0.3694196,0.6305804
105,0.05311101,0.946889
106,0.1828852,0.81711483
107,0.003408087,0.9965919
108,0.02631303,0.97368693
109,0.015672186,0.9843278
110,0.035288073,0.9647119
111,0.0063103293,0.99368966
112,0.018466517,0.98153347
113,0.005343943,0.9946561
114,0.058047093,0.94195294
115,0.061277166,0.9387229
116,0.04292075,0.95707923
117,0.5239841,0.4760159
118,0.24180873,0.7581912
119,0.23730344,0.76269656
120,0.5633301,0.43666998
121,0.116350785,0.8836493
122,0.68833876,0.31166124
123,0.5561769,0.44382316
124,0.3742464,0.62575364
125,0.5431424,0.45685756
126,0.7130533,0.28694668
127,0.6312725,0.36872754
128,0.46111304,0.53888696
129,0.3902405,0.6097595
130,0.6230759,0.37692413
131,0.8861872,0.11381278
132,0.9060884,0.09391158
133,0.63834405,0.361656
134,0.42793927,0.5720607
135,0.20768578,0.79231423
136,0.9797744,0.020225542
137,0.71075886,0.28924114
138,0.41615072,0.58384925
139,0.4790008,0.5209992
140,0.39425957,0.60574037
141,0.93230677,0.06769326
142,0.81102663,0.18897338
143,0.40623313,0.59376687
144,0.36989936,0.63010067
145,0.77026826,0.2297317
146,0.86874366,0.13125637
147,0.99094427,0.009055669
148,0.90401906,0.09598098
149,0.79465556,0.20534444
150,0.85486376,0.14513619
151,0.87830716,0.12169282
152,0.4544828,0.5455172
153,0.36914405,0.6308559
154,0.67471266,0.3252873
155,0.79934615,0.20065384
156,0.9058684,0.094131604
157,0.2157075,0.7842925
158,0.51036465,0.4896353
159,0.64232785,0.35767215
160,0.3911076,0.60889244
161,0.40031138,0.59968865
162,0.4979778,0.50202227
163,0.115153044,0.884847
164,0.69809455,0.30190542
165,0.780197,0.21980298
166,0.41535807,0.584642
167,0.65785944,0.3421406
168,0.2965605,0.70343953
169,0.2709264,0.72907364
170,0.3018614,0.69813854
171,0.36358234,0.6364177
172,0.42886344,0.57113665
173,0.23346528,0.76653475
174,0.45036477,0.54963523
175,0.5664971,0.43350294
176,0.31866872,0.6813313
177,0.22980632,0.7701937
178,0.44831926,0.5516808
179,0.08861295,0.9113871
180,0.9704353,0.029564649
181,0.48815975,0.5118402
182,0.43888575,0.5611142
183,0.5356917,0.4643083
184,0.8162158,0.18378419
185,0.313598,0.686402
186,0.42929947,0.5707005
187,0.72026944,0.2797305
188,0.8733776,0.12662235
189,0.46058604,0.539414
190,0.8324235,0.16757655
191,0.90985,0.09014996
192,0.08787391,0.91212606
193,0.31968686,0.68031317
194,0.7774741,0.22252595
195,0.89725226,0.102747746
196,0.9147539,0.08524604
197,0.7876784,0.21232165
198,0.35205197,0.6479481
199,0.5758275,0.42417252
200,0.976163,0.023836976
201,0.39895138,0.6010486
202,0.74619395,0.25380602
203,0.7968154,0.20318455
